time	speed	ra	dec	vx	vy	vz	logmass	sunlon
2016-03-21 06:57:39.050	70128.70407954701	98.58572124742705	-28.1023637249726	-9235.170115610365	61167.812509564515	-33034.00492836396	-9.653417446511853	0.874088670500146
2016-03-21 07:07:10.050	36016.6153480682	19.516255860713045	-5.51822184021228	33790.02027443262	11976.463866826442	-3463.4410967612284	-10.566542112442383	0.88064854160078
2016-03-21 08:15:35.050	61255.9270267215	96.88849622487305	-3.96373392679424	-7329.309754204278	60668.28135388117	-4234.318362649339	-10.62773537931816	0.927807626697092
2016-03-21 08:34:02.050	67677.0881239374	98.03253761645396	-3.4596304064834	-9439.653143256413	66890.97264290716	-4083.9912286931635	-11.65379958192898	0.940524843103845
2016-03-21 08:39:05.050	54267.0748186297	74.90005208187495	14.8075924543772	13667.281260446807	50653.379301548805	13869.24647023116	-8.481158157992693	0.944005690321286
2016-03-21 09:03:29.050	43202.4393298206	154.50588154173602	-14.5544032770154	-37744.39906373145	17998.39905281518	-10856.73684401717	-9.069267389987486	0.960823938618752
2016-03-21 09:29:01.050	60591.826690443806	104.01113627155996	12.79802134641	-14305.471712053068	57328.64194630093	13421.98768339673	-10.511746537908202	0.978423181195931
2016-03-22 00:38:54.050	38858.9298784973	-112.30360193021471	-78.4635423107964	-2949.377654715654	-7190.038280385529	-38073.88806358532	-7.666173259758086	1.60545393634153
2016-03-22 07:57:27.050	61278.8653407006	60.00390369167201	-12.3585213099249	29925.90773772529	51841.34930734733	-13115.406418044	-12.29886318024315	1.90759024121807
2016-03-22 08:03:24.050	67068.4110093063	70.76096826698699	-14.1460722240015	21429.550346634947	61402.57000238632	-16391.172147113994	-10.227383840254967	1.91169023584709
2016-03-22 08:38:44.050	61755.1040858423	78.646651981682	-13.1199588992903	11839.718557922675	58966.21473269673	-14017.82669388865	-11.57897681298921	1.93602937584712
2016-03-22 08:42:34.050	66024.02417321509	68.08931849682199	-14.0971232585705	23895.595252690982	59410.15394458087	-16081.22830588716	-12.512816530022626	1.93867004656269
2016-03-22 08:56:01.050	66985.7562153092	102.11671816242506	-58.6598278175125	-7313.155942909339	34064.327056593786	-57212.15699545803	-12.81735212653944	1.94793532420334
2016-03-22 09:14:50.050	62488.3083442452	112.92118480567592	-51.2495409253237	-15233.238750738847	36024.96141397891	-48733.34866402865	-9.0257579180063	1.96089744335204
2016-03-22 09:30:35.050	61005.2860983386	123.45522138942101	-4.29932123922165	-33536.66788179755	50754.51756157908	-4573.378009471135	-12.17889583491225	1.97174697129059
2016-03-23 23:42:29.050	9671.86521983598	-62.73742084101599	-13.8167723854137	4302.186735817133	-8348.708311467779	-2309.812903864902	-4.975167223161673	3.54981610810117
2016-03-24 02:05:00.050	13920.2795495846	-22.934103931556024	18.1882539867453	12179.397642435812	-5153.324201511666	4345.0783054078975	-5.72704087967566	3.64788624388394
2016-03-24 04:26:27.050	18299.772530959	5.805924054051957	23.1193272064	16743.767208127352	1702.518940802206	7185.35758477547	-7.900188569444184	3.74522837544817
2016-03-24 04:55:14.050	34564.656748431094	18.923231726673976	-8.33974828566854	32350.8203089363	11090.81841937965	-5013.349006814389	-8.209746219466053	3.76504711424523
2016-03-24 06:06:17.050	64388.9552059422	98.32046947760898	-46.2439783773614	-6444.0233942370205	44061.968001528025	-46507.581003957595	-11.768320693346165	3.81393927017534
2016-03-24 07:27:26.050	69158.5195592226	88.76572983917504	-40.8574865793174	1126.720600633302	52295.15451138636	-45242.105863252094	-9.282321496650798	3.8697799635869
2016-03-24 08:42:05.050	65560.32357061861	67.535699120853	-11.8953508796452	24513.15108866964	59284.4318355891	-13513.607672255906	-11.474395786825621	3.92114634575756
2016-03-24 09:50:08.050	62314.2944951658	74.48135181971406	-44.5413636945367	11883.095948523453	42794.96729493901	-43708.74172672484	-10.310710047089838	3.96796999902074
2016-03-25 01:37:21.050	26605.4709111991	14.094580286119026	-3.11008687957352	25766.508087023765	6469.508469537503	-1443.469282867757	-9.207097656165766	4.61960076047849
2016-03-25 02:30:19.050	14568.3780088491	-13.672945602859954	36.0377801359989	11446.569378569722	-2784.647363736256	8570.847468596365	-6.282583493464054	4.65603180748384
2016-03-25 05:52:12.050	68438.8377161537	69.26025753561794	-19.4207604707369	22856.84556517692	60362.22792013983	-22756.11037204661	-11.67672801692551	4.79488260734116
2016-03-25 06:12:28.050	39002.586954023995	36.48244530516604	12.2013959522582	30651.213626825498	22666.175092257065	8243.14254371806	-10.133243023830127	4.80882097403925
2016-03-25 06:23:18.050	15770.3942628564	-4.258575517161944	17.2583624677295	15018.777920083186	-1118.3483061008608	4678.7757009069255	-4.472793117142531	4.81627153688762
2016-03-25 07:41:48.050	57420.4802388631	113.97114572167493	-62.7029980316379	-10698.564214280808	24061.97318978733	-51026.20621630157	-6.705463689222295	4.87025854741217
2016-03-25 08:29:15.050	66564.2987309199	62.66479639277998	-33.9484466745081	25355.75063195789	49051.895721222565	-37172.61494142452	-9.172484231573975	4.90289067990584
2016-03-25 08:40:44.050	44952.7053881592	16.71199257031003	-47.1645462423295	29272.21295870716	8788.763619215766	-32964.236746211536	-8.931296233273978	4.91078786570921
2016-03-26 06:00:39.050	63839.4664992377	70.40971304178504	-5.11263318746928	21319.693182268456	59904.787950324644	-5688.984632416219	-10.067057527087053	5.79078313951562
2016-03-26 06:08:53.050	68332.3998896204	74.40411495993703	-16.9654218772463	17571.713697569012	62952.26161051717	-19939.019798542387	-10.269972700686226	5.7964425282143
2016-03-26 06:51:26.050	37188.8330456681	-85.44066815781673	-84.7785659176016	269.02866329811565	-3373.6648911084103	-37034.51514573131	-5.888851163705747	5.8256900630322
2016-03-26 07:27:13.050	37965.6737880103	40.12302241465102	20.6415710861114	27167.258616030835	22895.619254282054	13383.686503735065	-8.810351214677405	5.85028604474099
2016-03-26 07:46:25.050	66742.2830917732	84.243370629629	-46.4400675160544	4613.241481545186	45761.02562517895	-48365.05855539784	-11.30847941247103	5.86348319517996
2016-03-26 07:49:24.050	42756.1789222709	71.67958472069904	37.8556048238875	10611.353109364307	32047.45897788446	26238.338253068527	-10.050238590663682	5.86553378550393
2016-03-26 08:05:29.050	55153.5615720694	57.55409544869599	8.05375250975905	29298.211250226996	46084.93966766863	7727.128020711473	-11.100117553583422	5.87658860504262
2016-03-26 08:18:18.050	65166.63573874711	112.83643418624797	-10.2891931641697	-24884.567691392167	59092.83125607842	-11639.845293633218	-9.636080789076022	5.88539804574282
2016-03-26 09:12:53.050	45032.0180999239	19.66492978133897	-55.4051789883918	24076.60076902224	8604.048410798589	-37069.803081559876	-8.770584660256802	5.92291502630006
2016-03-27 01:20:54.050	18166.087859647	-8.932278445875	-5.22734442528214	17871.143602727836	-2808.8621850748564	-1655.0733157025109	-7.966996737672406	6.58813994441731
2016-03-27 03:39:32.050	10423.8360757937	-38.434163531774004	4.69955540175954	8137.778692532522	-6457.828131451383	854.032968343169	-2.048065611226922	6.68338992924138
2016-03-27 04:12:34.050	65279.19296133579	70.80133214575699	-41.9547656075888	15964.214152488143	45846.410645525204	-43641.99274894174	-12.486983413884868	6.70608523310728
2016-03-27 04:48:50.050	64819.0670574961	92.00703312331098	-47.4369405375583	-1535.5015501338037	43816.80092607696	-47741.403894295494	-11.803179253326102	6.73100165861388
2016-03-27 05:04:49.050	35564.8945296016	25.61972607299697	-12.3731557093654	31323.428966255382	15020.934503146085	-7620.764223477522	-9.930585440047048	6.74198264379125
2016-03-27 05:19:20.050	70354.1192201646	70.00156580077396	-33.9535840938594	19958.13340476269	54839.18383846681	-39294.26062637736	-11.899613855338847	6.75195593384334
2016-03-27 05:39:22.050	44896.909015729696	-24.74156193651197	45.3061095841452	28678.242735948865	-13215.73022625891	31916.06660181441	-8.284368623596938	6.76571921587265
2016-03-27 06:06:01.050	60241.2216456982	54.348561081909	-52.7566304621105	21249.702667184967	29625.04316365954	-47956.352441294766	-12.074167588827518	6.78402811776082
2016-03-27 06:12:23.050	25996.2354514264	12.062310053035958	26.7182750783116	22707.877277173233	4852.5252002252655	11688.009513686111	-9.526162050933197	6.78840207575516
2016-03-27 09:05:23.050	65292.46505954529	65.80736175733398	-15.5959717882074	25772.071195111323	57365.170968333296	-17554.016624121836	-3.189010334614553	6.90725075679483
2016-03-27 09:53:29.050	67990.05006782891	111.63709159230893	-30.6962133275138	-21557.10617994195	54344.22295858658	-34707.97476661554	-10.667243070905394	6.94029348084145
2016-03-28 01:09:36.050	31498.5217495547	17.17698955721403	-6.87491772410283	29877.216770516916	9235.396466711094	-3770.4432839353785	-4.500778022927556	7.56951801009156
2016-03-28 02:35:37.050	20440.5334441654	-14.983262728827981	0.405348587878123	19745.089608194157	-5284.4992335904735	144.60877085814988	-8.263373035547048	7.62858691828475
2016-03-28 03:05:03.050	54016.50772137829	54.96192602298504	-65.4137503793761	12902.92940035865	18401.255395371983	-49119.15430030707	-10.657756612905658	7.64879880136
2016-03-28 04:49:39.050	69351.5928374917	86.77015079880903	-17.6828776054324	3722.768416656857	65969.93252883742	-21065.43202865323	-10.008151733409617	7.72062594051828
2016-03-28 04:52:19.050	17164.023929543797	-10.385321821416028	-6.90927247534141	16760.232391444544	-3071.6401647336816	-2064.7891749813098	-2.775534145030614	7.72245706218474
2016-03-28 06:53:22.050	56901.704769571195	115.39294207399803	-67.8928967864928	-9182.978879686116	19345.458495317867	-52718.40418852428	-9.883074526176646	7.80557671093139
2016-03-28 07:09:44.050	39597.1841045189	66.54431985344297	-15.2031380481421	15209.636470050598	35053.894735124	-10384.046001194198	-5.538405829923525	7.81681469648657
2016-03-28 08:19:42.050	66009.96642197021	117.253495403015	-30.9377437794897	-25927.201454828595	50333.22860066072	-33936.145779743434	-10.491905637401826	7.86485576946448
2016-03-28 08:37:49.050	47208.7112013351	67.67804979471703	-81.3032895931292	2711.1445693628407	6603.246756727319	-46665.93233489337	-4.845673952762765	7.87728354053183
2016-03-28 08:43:06.050	45332.134098591	21.60716337468898	-44.8347082304113	29888.04484632371	11837.836801068095	-31962.05214106343	-10.219695082206144	7.88092259651449
2016-03-28 09:48:03.050	60032.6019845424	87.13368316834999	13.1774444239353	2922.9324832965203	58378.739323388545	13685.487267336242	-10.634387086179881	7.92551763706316
2016-03-28 09:48:52.050	111570.318477119	53.321121364823966	29.4745516965071	58018.77043209617	77898.0655628125	54896.717790822855	-10.897524698526809	7.92607835865281
2016-03-29 00:43:36.050	25766.217415359002	9.241277136952021	-13.4641796648332	24732.81758695722	4024.1299597120274	-5999.339311390666	-6.61406859623386	8.54030230361043
2016-03-29 02:10:02.050	14160.8032709395	-61.917816845066	-37.4805162262852	5289.890338464527	-9914.50321996623	-8616.729970618191	-5.761297865186457	8.59962746050603
2016-03-29 03:26:06.050	30652.0646498199	20.51066090211998	-6.20942769322939	28540.508463431855	10676.912100631189	-3315.417310220333	-9.757185373666232	8.65182432306598
2016-03-29 03:44:45.050	40830.2951866031	33.16535458859198	-12.6146930352812	33353.796132381874	21797.319376510903	-8917.07107648215	-10.572537844752038	8.6646359623386
2016-03-29 04:58:09.050	26311.4603140063	32.248308602996985	5.0291871742053	22167.07919517104	13985.470496128994	2306.546945641734	-4.723332771335635	8.71501234072502
2016-03-29 05:04:40.050	13993.0026213098	-5.608466848326998	38.0207282059659	10970.749211646704	-1077.328170757088	8618.94124052539	-8.829760835074362	8.7194848401437
2016-03-29 05:16:26.050	68532.58596424639	87.12451862962098	-32.7965946245838	2889.957696726363	57535.87559030855	-37121.2405977291	-11.118402612992043	8.72756047773991
2016-03-29 05:22:29.050	17553.289494647997	-11.749564342047051	-8.60816037100979	16991.90243769635	-3534.1859995653	-2627.3090703617636	-7.326873077203925	8.73171266938752
2016-03-29 06:17:19.050	14584.982635247	-20.920674268485982	-9.50371846478178	13436.493964738664	-5136.454205821271	-2408.1500363347304	-4.47229549106493	8.76934507748037
2016-03-29 06:55:57.050	67371.22037480099	93.05608897915602	-3.32969535898303	-3585.7338616143143	67161.83544781861	-3913.017600753669	-12.444382477365314	8.79585890313433
2016-03-29 07:08:55.050	34325.0867015579	25.80441555761695	-7.26309375008424	30654.410459951312	14821.835622105255	-4339.572008111669	-9.452645698480937	8.80475776831446
2016-03-29 07:12:19.050	49650.7551365006	39.22314823932004	-19.0017541827525	36367.94634265166	29685.447897791222	-16166.142011941927	-11.187606416203955	8.80709114034669
2016-03-29 07:26:09.050	57575.2427489163	71.73299573328802	4.81158051452918	17983.111152037127	54481.129699956226	4829.368230593498	-10.400294474561434	8.81658473220369
2016-03-29 08:06:56.050	66906.1160079627	118.563643751207	-42.5308937729928	-23573.942875388326	43303.02537407285	-45227.70799002856	-11.401228272971165	8.84457340232979
2016-03-29 09:26:33.050	41944.594425479205	36.01933037230401	-10.2912466465387	33379.78697399445	24269.045266948557	-7493.481495239304	-6.046169596525954	8.89921134640759
2016-03-29 23:18:05.050	10909.133047865	-81.70735786925792	-25.5461416736985	1419.5950105815627	-9739.726075924262	-4704.430871839145	-2.5743283776293433	9.46977059347609
2016-03-29 23:52:38.050	18716.4407421036	0.20317560426599357	12.217108649273	18292.44979255002	64.8668217810938	3960.710407886985	-3.398528215901676	9.49347360336261
2016-03-30 02:19:40.050	26519.4717274956	13.599709710746993	-4.34015600169446	25702.007268607464	6217.832115520322	-2006.9297080593954	-8.546411252171954	9.59434256246115
2016-03-30 02:32:44.050	27434.821785926102	18.033444832193027	-3.20318996093819	26046.355813810544	8479.78616424963	-1532.978099812177	-10.279512237196048	9.60330640969441
2016-03-30 02:44:10.050	31545.873308871498	24.074382734876963	-3.17104667262479	28757.80747510248	12848.561455614063	-1745.021651905704	-9.540321171386406	9.61114974315833
2016-03-30 03:42:35.050	30780.438137779	20.477709569619037	-12.1179190022324	28192.851503183658	10528.375638996627	-6461.563470032435	-9.514232320535768	9.65122343018009
2016-03-30 03:57:15.050	14295.8682410692	-10.56496602286893	3.61195276832262	14025.603789075974	-2615.944985639871	900.6214243366986	-7.576664271046188	9.66128459933462
2016-03-30 05:16:10.050	54507.842874046	88.82529381161407	21.2697442262817	1041.3495736593447	50784.25212174535	19773.22083733781	-9.633488203729199	9.71541966896003
2016-03-30 05:31:28.050	39547.086881042196	33.47629782599097	-16.7227861278582	31591.70942266509	20891.30719243267	-11379.334792596821	-11.055350369487988	9.72591495560119
2016-03-30 05:43:46.050	63332.3840387742	54.160725240762986	-19.1584901624146	35028.15823562759	48497.63453340563	-20784.5722428641	-12.500642599872169	9.73435230219479
2016-03-30 05:51:43.050	31735.3335123713	26.98284562858794	-19.7550899126157	26616.268937827674	13551.63014720806	-10726.553096123112	-5.760020244865975	9.73980569045442
2016-03-30 06:06:19.050	30840.3258644913	18.66767800868604	-5.12766327937777	29100.91798833535	9831.823393591667	-2756.3599948872206	-7.973419775747789	9.74982067815547
2016-03-30 06:54:33.050	60321.8580004948	132.002387261585	-58.8922233427965	-20854.594567864344	23159.433113329913	-51647.39195652632	-12.899022005286264	9.78290636165166
2016-03-30 07:23:45.050	62412.3643349728	60.821991754619035	-31.4364435417972	25961.380324502883	46494.3166215499	-32551.32064022854	-9.89625764632222	9.80293585003299
2016-03-30 07:41:48.050	64206.053230274505	88.77250475169899	17.3158910605288	1313.0975274161924	61282.05848489616	19110.2682907934	-4.632083509165985	9.81531699067709
2016-03-30 07:43:12.050	69433.44511131551	106.58312446959508	-45.1438861332564	-13977.309483006491	46936.442118144434	-49220.00122848837	-5.2998628520731375	9.81627729782934
2016-03-30 08:02:41.050	60624.1210784486	95.724656386221	13.5186246156802	-5879.589750092745	58650.49671224655	14171.581291858607	-11.743150335936285	9.82964151941986
2016-03-30 08:16:51.050	66079.33588055261	79.55357149680003	-6.87091750722453	11895.200710969088	64517.359206199464	-7905.263532538138	-12.56437113739496	9.83935881847155
2016-03-30 08:21:44.050	64935.7765318815	119.425782550539	-0.179948882076889	-31902.513153399228	56558.316235094055	-203.9434890786545	-11.436484098280987	9.84270841726757
2016-03-30 08:43:40.050	59365.2742107839	72.634460017111	-57.4720891422932	9527.456283208056	30466.351194248335	-50052.620349007164	-7.7233855309783594	9.8577529630908
2016-03-30 09:35:43.050	60388.693817422994	112.74073974833004	-50.8047450972155	-14752.574045502459	35196.84605324427	-46801.046226667335	-11.351327428367536	9.89345472137105
2016-03-31 00:42:24.050	15300.7074901033	-16.47309076357601	-5.80995461458876	14597.28817551771	-4316.457563501397	-1548.8775681394654	-6.773107399331998	10.5152574051758
2016-03-31 00:43:49.050	11181.8055249575	-44.96764596763899	-16.7022772531609	7577.4292687077395	-7568.876385414514	-3213.6351283267823	-6.1701266498525476	10.516228801765
2016-03-31 02:24:53.050	12535.6683529523	-79.035287823619	-22.7825874117669	2198.3150596694913	-11346.656060992407	-4854.2546479541425	-1.0857527382562822	10.5855281712381
2016-03-31 02:38:10.050	35235.3332280491	31.24478281219399	-13.3438268906476	29311.47905859033	17782.990511611555	-8132.106218773515	-10.876862998290985	10.5946361049722
2016-03-31 04:37:04.050	31281.7584435661	25.529695510236024	-16.1624275991296	27111.820829245677	12948.92790990274	-8707.63163142774	-8.626895401022127	10.67615997539
2016-03-31 04:38:12.050	29880.820771013903	21.612169903929043	-4.87431374617478	27679.68027977045	10965.96220199579	-2538.980611100119	-9.275718718193668	10.6769370300981
2016-03-31 04:46:48.050	41559.12576577	23.511927029682965	-35.7222305677074	30938.86925715989	13460.26196954603	-24264.55545058774	-10.06578088011103	10.6828334949959
2016-03-31 04:46:48.550	16156.2537226696	17.33718047872594	-33.9191927053026	12797.763895493666	3995.1718147521797	-9015.56297726791	-8.328792815804492	10.6828334949959
2016-03-31 04:52:35.050	8957.35027357741	51.74433669933501	32.4590573446769	4679.692410649807	5934.954830798745	4807.381202031154	-0.42405538866524584	10.6867987430744
2016-03-31 04:52:35.050	54589.9604828032	101.30004308220305	-70.7210845674924	-3531.7086879619337	17674.406250482334	-51528.69281235747	-10.029445800304861	10.6867987430744
2016-03-31 05:10:25.050	59748.7145755719	90.87312387097904	14.331226066746	-882.1357325663131	57882.6712371103	14789.425291034542	-10.26402565508632	10.6990144016818
2016-03-31 05:38:58.050	56433.8827536798	71.45443036906204	-51.9155559192239	11071.522231086665	33002.03982125606	-44419.25129691923	-10.811363684600574	10.7186004365894
2016-03-31 05:45:07.050	73524.46047794839	121.40446367928007	-41.6626386385365	-28621.696324771714	46881.65247886079	-48874.89589674101	-11.729556963496195	10.7228170078917
2016-03-31 06:46:37.050	34641.332935432205	32.784895466813964	21.8949005645939	27022.61431023058	17404.805770087063	12917.933251473534	-8.708582352988442	10.7649822347592
2016-03-31 08:31:49.050	64114.0643564932	77.74567744758497	-45.3549611030192	9562.722892466345	44027.21171242764	-45615.48210881396	-11.798832092882627	10.8371067046457
2016-03-31 08:44:49.050	33399.081501606095	119.78874122648108	-41.8347327453025	-12362.811406617328	21596.524968152877	-22276.661522213963	-8.954850287904383	10.8460192434233
2016-03-31 09:49:43.050	65971.4883632331	99.33990404265398	-23.6675830723667	-9806.052089218596	59621.59029851482	-26482.91127424958	-9.900481673183943	10.8905127849485
2016-03-31 09:50:07.050	37910.9137664461	90.44077271659194	55.7136192220099	-164.29133764382593	21355.710568042403	31323.218498380556	-5.589263820867933	10.8907870100667
2016-04-01 00:09:58.050	27424.6717896394	-127.52884743488062	-48.172072859466	-11141.183613775986	-14504.346726049635	-20435.522418184122	-6.605756105399361	11.4801815019278
2016-04-01 03:56:44.050	9640.48348430961	-18.870038596342965	31.2464588894949	7799.099463392556	-2665.6729776014326	5000.7156435696115	-4.080703416506913	11.6355925065718
2016-04-01 04:00:53.050	61436.048807841304	74.93333571151993	-53.4213828559601	9516.839115429515	35352.74245552822	-49335.60040420692	-12.46138536808578	11.6384251100401
2016-04-01 04:13:20.050	63246.8772930622	65.79134568260406	-40.3550652566709	19763.722220622516	43958.51692181183	-40953.77346893106	-5.75583560402734	11.6469571623232
2016-04-01 04:13:20.050	60203.3478515407	65.53197491516903	-38.7308342026083	19451.908558278872	42746.51920241803	-37666.9807928811	-5.3894415919037675	11.6469685839932
2016-04-01 04:45:34.050	23953.7731182321	13.436686860611985	-11.2097627935341	22853.61343329227	5459.964892435746	-4656.649333453298	-9.26339802075883	11.6690580921948
2016-04-01 06:12:09.050	16451.4222055614	8.250564111909966	34.6856257254936	13387.77494186528	1941.2695661814396	9362.064257578055	-7.539896755436147	11.7283924561253
2016-04-01 06:33:03.050	65572.8984653227	100.64768835198697	5.20327739245406	-12065.938354614498	64178.298476779724	5946.776386542189	-10.197552614701832	11.7427146742669
2016-04-01 07:23:59.050	30740.3004788615	27.561201632320945	-7.23374102344853	27034.89739055895	14110.200711643938	-3870.740560895868	-8.480848110526088	11.777617513525
2016-04-01 07:27:00.050	53421.363061523305	60.14783890558806	1.15509321716337	26585.81461867584	46323.60903895533	1076.9113327034177	-10.960253512075319	11.7796847108378
2016-04-01 07:28:16.050	22744.5190002366	8.456245502733964	-7.09544908132642	22324.961328865502	3319.060337881774	-2809.4634167904283	-9.862001372295241	11.7805527050776
2016-04-01 07:50:52.050	39570.837582455395	42.108358048334026	-8.88751007947783	29004.2655455821	26215.051379089917	-6113.497225819187	-9.289338466225086	11.7960394802764
2016-04-01 08:30:34.050	22405.7019757511	8.547033783568963	-5.61912132267171	22050.399933728844	3313.9619722614293	-2193.8550169035434	-6.410757743734419	11.8232438347957
2016-04-01 08:32:15.050	68974.7041306975	94.11858954538093	-43.1708223377686	-3612.9176986496286	50174.524138264715	-47190.82286969295	-11.463260989543421	11.8243973275196
2016-04-01 08:37:06.050	64818.7601466523	75.72892288550497	-48.5007313238844	10587.495888754054	41624.17854778154	-48546.929439226726	-11.976207100905985	11.8277207545016
2016-04-01 08:37:59.050	59042.6195957928	90.86540489502295	-52.2126948769466	-546.4071299386223	36173.17379364278	-46660.83867309677	-9.98078720653452	11.8283260514733
2016-04-01 08:58:54.050	64136.3030033815	79.60595332534194	-38.3641939402022	9072.823157967796	49462.87107498404	-39806.703303656206	-10.54354821236899	11.8426589749418
